Luas Bangunan,Luas Tanah,Jumlah Lantai,Lokasi,Tipe Perumahan,Pagar,Bentuk Tanah,Lebar Jalan,Daya Listrik,Jumlah Carport & Garasi Dalam,Material ,Jumlah Kamar Tidur,Jumlah Kamar Mandi,Air,Jumlah Fasilitas Tambahan,Harga
-0.096685583,0.632132849,-0.538790294,0.299936862,-0.877311761,-0.858888464,-0.102062073,-1.438664943,-0.725761877,-0.246546582,0.50243878,0.134266103,-0.675370616,-0.805687611,0.413816949,0.02334781
0.477151571,-0.357234034,1.760048292,0.299936862,-0.877311761,-0.858888464,-0.102062073,-1.438664943,-0.725761877,-0.246546582,0.50243878,0.993569163,0.115307178,-0.805687611,0.413816949,0.043703221
0.878837578,0.739672728,-0.538790294,0.299936862,-0.877311761,-0.858888464,-0.102062073,-1.438664943,-0.725761877,-0.246546582,0.50243878,0.993569163,0.115307178,-0.805687611,0.413816949,0.489837069
0.11850335,-0.744377598,1.760048292,0.299936862,1.127972264,1.152167452,-0.102062073,-0.450033343,0.913606128,-0.246546582,0.50243878,0.993569163,1.696662766,1.28474511,0.981337336,-0.185040157
0.11850335,-0.744377598,1.760048292,0.299936862,1.127972264,1.152167452,-0.102062073,-0.450033343,0.913606128,-0.246546582,0.50243878,0.134266103,1.696662766,1.28474511,0.981337336,-0.229387458
0.261962638,-0.507789865,1.760048292,0.299936862,1.127972264,1.152167452,9.695896899,-0.450033343,0.913606128,-0.246546582,0.50243878,0.993569163,1.696662766,1.28474511,0.981337336,-0.051998254
-0.813982025,-0.58306778,-0.538790294,0.299936862,-0.877311761,-0.858888464,-0.102062073,-0.450033343,0.913606128,-0.246546582,-0.703414292,-1.584340017,-0.675370616,1.28474511,-0.153703438,-0.758960752
-0.283182658,1.277372121,-0.538790294,0.299936862,-0.877311761,-0.858888464,-0.102062073,-0.450033343,0.913606128,2.120300604,-0.703414292,-0.725036957,-0.675370616,1.28474511,-0.153703438,-0.327572382
0.11850335,-0.152908265,1.760048292,0.299936862,-0.877311761,-0.858888464,-0.102062073,-0.450033343,0.913606128,-0.246546582,-0.703414292,-0.725036957,-0.675370616,1.28474511,-0.153703438,-0.138475491
-0.957441313,-0.905687416,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,-1.438664943,-0.725761877,-0.246546582,-0.703414292,-1.584340017,-0.675370616,1.28474511,-0.153703438,-0.738716209
-0.885711669,-0.819655513,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,-1.438664943,-0.725761877,-0.246546582,-0.703414292,-1.584340017,-0.675370616,1.28474511,-0.153703438,-0.69747322
-0.742252381,-0.808901525,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,-1.438664943,-0.725761877,-0.246546582,-0.703414292,-1.584340017,-0.675370616,1.28474511,-0.153703438,-0.652904182
-0.670522736,-0.808901525,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,-1.438664943,-0.725761877,-0.246546582,-0.703414292,-0.725036957,-0.675370616,1.28474511,-0.153703438,-0.629178376
-0.670522736,-0.712115634,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,-1.438664943,-0.725761877,-0.246546582,-0.703414292,-0.725036957,-0.675370616,1.28474511,-0.153703438,-0.592591853
-0.412296017,-0.808901525,1.760048292,0.299936862,-0.877311761,-0.858888464,-0.102062073,-1.438664943,-0.725761877,-0.246546582,-0.703414292,-0.725036957,-0.675370616,1.28474511,-0.153703438,-0.56044006
-0.240144871,-0.658345695,1.760048292,0.299936862,-0.877311761,-0.858888464,-0.102062073,-1.438664943,-0.725761877,-0.246546582,-0.703414292,-0.725036957,-0.675370616,1.28474511,-0.153703438,-0.434050252
-0.111031512,0.255743274,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,-0.246546582,1.708291853,0.134266103,1.696662766,-0.805687611,2.11637811,0.535958262
-0.111031512,0.492331007,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,-0.246546582,1.708291853,0.134266103,1.696662766,-0.805687611,2.11637811,0.655083981
0.276308567,0.599870886,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,-0.246546582,1.708291853,0.134266103,1.696662766,-0.805687611,2.11637811,0.710012548
0.276308567,0.632132849,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,-0.246546582,1.708291853,0.134266103,1.696662766,-0.805687611,2.11637811,0.934995276
0.520189357,0.567608922,-0.538790294,0.299936862,-0.877311761,-0.858888464,-0.102062073,0.538598257,0.913606128,-0.246546582,1.708291853,0.993569163,1.696662766,-0.805687611,2.11637811,1.14573365
0.85014572,1.352650037,-0.538790294,0.299936862,-0.877311761,-0.858888464,-0.102062073,0.538598257,0.913606128,-0.246546582,1.708291853,0.993569163,1.696662766,-0.805687611,2.11637811,2.052591607
-0.01061001,0.417053092,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,0.936877011,1.708291853,0.134266103,1.696662766,-0.805687611,2.11637811,0.682011663
-0.01061001,1.341896049,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,2.120300604,1.708291853,0.134266103,1.696662766,-0.805687611,2.11637811,1.314421913
0.405421926,1.040784388,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,2.120300604,1.708291853,2.712175283,3.278018354,-0.805687611,2.11637811,0.964264494
0.405421926,4.546584433,-0.538790294,0.299936862,1.127972264,1.152167452,-0.102062073,0.538598257,0.913606128,3.303724197,1.708291853,2.712175283,3.278018354,-0.805687611,2.11637811,3.246873291
